Name,Survived,Boarded,Class,MWC,Age,Adut_or_Chld,Sex,Paid,Ticket_No,Boat_or_Body,Job,Class_Dept,Class_Full
"BOCHET, Mr Pierre Giuseppe",Dead,Southampton,Crew,Man,43,Adult,Male,,,,Waiter,Restaurant Staff,R
"BOGIE, Mr Norman Leslie",Dead,Southampton,Crew,Man,59,Adult,Male,,,[274],2nd Class Bedroom Steward,Victualling Crew,V
"BOLHUIS, Mr Hendrik",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Larder Cook,Restaurant Staff,R
"BOND, Mr William John",Dead,Belfast,Crew,Man,40,Adult,Male,,,,Bed Room Steward,Victualling Crew,V
"BONNELL, Miss Caroline",Alive,Southampton,1,Woman,30,Adult,Female,164.866667,36928,8,,1st Class Passenger,1
"BONNELL, Miss Elizabeth",Alive,Southampton,1,Woman,61,Adult,Female,26.55,113783,8,,1st Class Passenger,1
"BOOTHBY, Mr Walter Thomas",Dead,Southampton,Crew,Man,37,Adult,Male,,,[107],2nd Class Bedroom Steward,Victualling Crew,V
"BOREBANK, Mr John James",Dead,Southampton,1,Man,42,Adult,Male,26.55,110489,,Property Developer / Real Estate,1st Class Passenger,1
"BOSTANDYEFF, Mr Guentcho",Dead,Southampton,3,Man,26,Adult,Male,7.89583333,349224,,General Labourer,3rd Class Passenger,3
"BOSTON, Mr William John",Dead,Belfast,Crew,Man,31,Adult,Male,,,,Assistant Deck Steward (1st Class),Victualling Crew,V
"BOTSFORD, Mr William Hull",Dead,Southampton,2,Man,25,Adult,Male,13,237670,,,2nd Class Passenger,2
"BOTT, Mr William Thomas",Dead,Southampton,Crew,Man,44,Adult,Male,,,,Greaser,Engineering Crew,E
"BOUGHTON, Mr Bernard John",Dead,Southampton,Crew,Man,24,Adult,Male,,,,First class saloon steward,Victualling Crew,V
"BOULOS, Master Akar",Dead,Cherbourg,3,Child,9,Child,Male,15.2458333,2678,,,3rd Class Passenger,3
"BOULOS, Miss Nourelain",Dead,Cherbourg,3,Child,7,Child,Female,15.2458333,2678,,,3rd Class Passenger,3
"BOULOS, Mrs Sultana",Dead,Cherbourg,3,Woman,40,Adult,Female,15.2458333,2678,,,3rd Class Passenger,3
"BOURKE, Miss Mary",Dead,Queenstown,3,Woman,40,Adult,Female,7.75,364848,,,3rd Class Passenger,3
"BOURKE, Mr John",Dead,Queenstown,3,Man,42,Adult,Male,15.5,364849,,Farmer,3rd Class Passenger,3
"BOURKE, Mrs Catherine",Dead,Queenstown,3,Woman,32,Adult,Female,15.5,364849,,Housewife,3rd Class Passenger,3
"BOWEN, Miss Grace Scott",Alive,Cherbourg,1,Woman,45,Adult,Female,262.375,17608,4,Governess,1st Class PassengerServant,1
"BOWEN, Mr David John 'Dai'",Dead,Southampton,3,Man,26,Adult,Male,16.1,54636,,Pugilist,3rd Class Passenger,3
"BOWENUR, Mr Solomon",Dead,Southampton,2,Man,42,Adult,Male,13,211535,,Merchant,2nd Class Passenger,2
"BOWERMAN, Miss Elsie Edith",Alive,Southampton,1,Woman,22,Adult,Female,55,113505,6,,1st Class Passenger,1
"BOWKER, Miss Ruth",Alive,Southampton,Crew,Woman,27,Adult,Female,,,,Cashier,Restaurant Staff,R
"BOXHALL, Mr Joseph Groves",Alive,Belfast,Crew,Man,28,Adult,Male,,,2,4th. Officer,Deck CrewTitanic Officers,D
"BOYD, Mr John",Dead,Southampton,Crew,Man,36,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V
"BOYES, Mr John Henry",Dead,Belfast,Crew,Man,36,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V
"BRACKEN, Mr James H.",Dead,Southampton,2,Man,29,Adult,Male,13,220367,,Stockman,2nd Class Passenger,2
"BRADLEY, Miss Bridget Delia",Alive,Queenstown,3,Woman,22,Adult,Female,7.725,334914,13,,3rd Class Passenger,3
"BRADLEY, Mr Patrick Joseph",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Fireman,Engineering Crew,E
"BRADLEY, Mr T.",Dead,Southampton,Crew,Man,29,Adult,Male,,,,Able Seaman,Deck Crew,D
"BRADSHAW, Mr John Albert Perkin",Dead,Southampton,Crew,Man,43,Adult,Male,,,,Plate Steward (1st Class),Victualling Crew,V
"BRADY, Mr John Bertram",Dead,Southampton,1,Man,41,Adult,Male,30.5,113054,,,1st Class Passenger,1
"BRAF, Miss Elin Ester Maria",Dead,Southampton,3,Woman,20,Adult,Female,7.85416667,347471,,Servant,3rd Class Passenger,3
"BRAILEY, Mr William Theodore Ronald",Dead,Southampton,2,Man,24,Adult,Male,0,250654,,Musician,2nd Class PassengerMusician,2
"BRANDEIS, Mr Emil",Dead,Cherbourg,1,Man,48,Adult,Male,50.4958333,17591,[208],,1st Class Passenger,1
"BRAUND, Mr Lewis Richard",Dead,Southampton,3,Man,29,Adult,Male,7,3460,,Farm Labourer,3rd Class Passenger,3
"BRAUND, Mr Owen Harris",Dead,Southampton,3,Man,22,Adult,Male,7.25,21171,,Ironmonger,3rd Class Passenger,3
"BRERETON, Mr George Andrew",Alive,Southampton,1,Man,37,Adult,Male,26.55,111427,9,,1st Class Passenger,1
"BREWE, Dr Arthur Jackson",Dead,Cherbourg,1,Man,45,Adult,Male,39.6,112379,,,1st Class Passenger,1
"BREWER, Mr Harry",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Trimmer,,E
"BREWSTER, Mr George Henry",Dead,Belfast,Crew,Man,48,Adult,Male,,,,Bedroom Steward (1st Class),Victualling Crew,V
"BRIANT, Mr Albert",Dead,Southampton,Crew,Man,34,Adult,Male,,,,Greaser,Engineering Crew,E
"BRICE, Mr Walter Thomas",Alive,Southampton,Crew,Man,42,Adult,Male,,,11,Able Seaman,Deck Crew,D
"BRICOUX, Mr Roger Marie",Dead,Southampton,2,Man,20,Adult,Male,0,250654,,Musician,2nd Class PassengerMusician,2
"BRIDE, Mr Harold Sydney",Alive,Belfast,Crew,Man,22,Adult,Male,,,B,Assistant Telegraphist,Victualling Crew,V
"BRIGHT, Mr Arthur John",Alive,Belfast,Crew,Man,42,Adult,Male,,,D,Quartermaster,Deck Crew,D
"BRISTOW, Mr Harry",Dead,Southampton,Crew,Man,33,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"BRISTOW, Mr Robert Charles",Dead,Southampton,Crew,Man,31,Adult,Male,,,[290],3rd Class Steward,Victualling Crew,V
"BRITO, Mr Jos Joaquim de",Dead,Southampton,2,Man,32,Adult,Male,13,244360,,,2nd Class Passenger,2
"BROBECK, Mr Karl Rudolf",Dead,Southampton,3,Man,22,Adult,Male,7.79583333,350045,,Farm Labourer,3rd Class Passenger,3
"BROCKLEBANK, Mr William Alfred",Dead,Southampton,3,Man,35,Adult,Male,8.05,364512,,Groom,3rd Class Passenger,3
"BROOKMAN, Mr John Cress",Dead,Southampton,Crew,Man,27,Adult,Male,,,,3rd Class Steward,Victualling Crew,V
"BROOKS, Mr J.",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Trimmer,Engineering Crew,E
"BROOM, Mr Herbert George",Dead,Belfast,Crew,Man,33,Adult,Male,,,,Bath Steward,Victualling Crew,V
"BROOME, Mr Athol Frederick",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Verandah Steward (1st Class),Victualling Crew,V
"BROWN, Miss Amelia Mary",Alive,Southampton,2,Woman,18,Adult,Female,13,248733,11,Cook (Personal),2nd Class PassengerServant,2
"BROWN, Miss Edith Eileen",Alive,Southampton,2,Woman,15,Adult,Female,39,29750,14,Scholar,2nd Class Passenger,2
"BROWN, Mr Edward",Alive,Belfast,Crew,Man,34,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"BROWN, Mr John",Dead,Southampton,Crew,Man,25,Adult,Male,,,[267],Fireman,Engineering Crew,E
"BROWN, Mr Joseph James",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Fireman,Engineering Crew,E
"BROWN, Mr Thomas William Solomon",Dead,Southampton,2,Man,60,Adult,Male,39,29750,,Hotelier,2nd Class Passenger,2
"BROWN, Mr Walter James",Dead,Belfast,Crew,Man,40,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V
"BROWN, Mrs Caroline Lane",Alive,Southampton,1,Woman,59,Adult,Female,51.4791667,11769,D,,1st Class Passenger,1
"BROWN, Mrs Elizabeth Catherine",Alive,Southampton,2,Woman,40,Adult,Female,39,29750,14,,2nd Class Passenger,2
"BROWN, Mrs Margaret",Alive,Cherbourg,1,Woman,44,Adult,Female,27.7208333,17610,6,,1st Class Passenger,1
"BRYHL, Miss Dagmar Jenny Ingeborg",Alive,Southampton,2,Woman,20,Adult,Female,26,236853,12,,2nd Class Passenger,2
"BRYHL, Mr Kurt Arnold Gottfrid",Dead,Southampton,2,Man,25,Adult,Male,26,236853,,,2nd Class Passenger,2
"BUCKLEY, Miss Katherine",Dead,Queenstown,3,Woman,22,Adult,Female,7.28333333,329944,[299],,3rd Class Passenger,3
"BUCKLEY, Mr Daniel",Alive,Queenstown,3,Man,21,Adult,Male,7.82083333,330920,13,Farm Labourer,3rd Class Passenger,3
"BUCKLEY, Mr H. E.",Dead,Southampton,Crew,Man,34,Adult,Male,,,,Assistant Vegetable Cook,Victualling Crew,V
"BUCKNELL, Mrs Emma Eliza",Alive,Cherbourg,1,Woman,58,Adult,Female,76.2916667,11813,8,,1st Class Passenger,1
"BULEY, Mr Edward John",Alive,Southampton,Crew,Man,26,Adult,Male,,,10,Able Seaman,Deck Crew,D
"BULL, Mr W.",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Scullion,Victualling Crew,V
"BULLEY, Mr Henry Ashburnham",Dead,Southampton,Crew,Man,21,Adult,Male,,,,Boots Steward (2nd class),Victualling Crew,V
"BUNNELL, Mr Wilfred James",Dead,Belfast,Crew,Man,20,Adult,Male,,,,Plate Steward,Victualling Crew,V
"BURGESS, Mr Charles",Alive,Southampton,Crew,Man,18,Adult,Male,,,,Extra 3rd. Baker,Victualling Crew,V
"BURKE, Mr Jeremiah",Dead,Queenstown,3,Man,19,Adult,Male,6.75,365222,,Farm Labourer,3rd Class Passenger,3
"BURKE, Mr Richard Edward",Dead,Belfast,Crew,Man,30,Adult,Male,,,,Lounge Steward (1st class),Victualling Crew,V
"BURKE, Mr William",Alive,Belfast,Crew,Man,31,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"BURNS, Miss Elizabeth Margaret",Alive,Cherbourg,1,Woman,41,Adult,Female,134.5,16966,3,Nursemaid,1st Class PassengerServant,1
"BURNS, Miss Mary Delia",Dead,Queenstown,3,Woman,17,Adult,Female,7.87916667,330963,,,3rd Class Passenger,3
"BURR, Mr Ewart Sydenham",Dead,Southampton,Crew,Man,29,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V
"BURRAGE, Mr Arthur Victor Edwards",Alive,Southampton,Crew,Man,20,Adult,Male,,,13,Plate Steward,Victualling Crew,V
"BURROUGHS, Mr Arthur Peckham",Dead,Southampton,Crew,Man,35,Adult,Male,,,,Fireman,Engineering Crew,E
"BURTON, Mr Edward John",Dead,Southampton,Crew,Man,35,Adult,Male,,,,Fireman,Engineering Crew,E
"BUSS, Miss Kate",Alive,Southampton,2,Woman,36,Adult,Female,13,27849,9,,2nd Class Passenger,2
"BUTLER, Mr Reginald Fenton",Dead,Southampton,2,Man,25,Adult,Male,13,234686,[97],Mechanical Engineer,2nd Class Passenger,2
"BUTRUS-KA'Wi, Mr Tannus",Dead,Cherbourg,3,Man,21,Adult,Male,7.22916667,,,Shoemaker,,3
"BUTT, Major Archibald Willingham",Dead,Southampton,1,Man,46,Adult,Male,26.55,113050,,Military,1st Class Passenger,1
"BUTT, Mr Robert Henry",Dead,Southampton,Crew,Man,21,Adult,Male,,,[10],Saloon Steward,Victualling Crew,V
"BUTT, Mr William John",Dead,Southampton,Crew,Man,30,Adult,Male,,,[77],Fireman,Engineering Crew,E
"BUTTERWORTH, Mr John",Dead,Southampton,Crew,Man,23,Adult,Male,,,[116],Saloon Steward,Victualling Crew,V
"BYLES, Fr Thomas Roussel Davids",Dead,Southampton,2,Man,42,Adult,Male,13,244310,,Priest / Minister,2nd Class Passenger,2
"BYRNE, Mr James Edward",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Bedroom Steward (2nd Class),Victualling Crew,V
"BYSTRM, Mrs Karolina",Alive,Southampton,2,Woman,40,Adult,Female,13,236852,,,2nd Class Passenger,2
"CACIC, Miss Manda",Dead,Southampton,3,Woman,21,Adult,Female,8.6625,315087,,Farm Labourer,3rd Class Passenger,3
"CACIC, Miss Marija",Dead,Southampton,3,Woman,30,Adult,Female,8.6625,315084,,Farm Labourer,3rd Class Passenger,3
"CACIC, Mr Jego Grga",Dead,Southampton,3,Man,18,Adult,Male,8.6625,315091,,Farmer,3rd Class Passenger,3
"CACIC, Mr Luka",Dead,Southampton,3,Man,38,Adult,Male,8.6625,315089,,Farmer,3rd Class Passenger,3
"CAIRNS, Mr Alexander Milne",Dead,Southampton,1,Man,28,Adult,Male,31,113798,,Servant,1st Class PassengerServant,1
"CALDERHEAD, Mr Edward Pennington",Alive,Southampton,1,Man,42,Adult,Male,26.2875,17476,5,,1st Class Passenger,1
"CALDERWOOD, Mr Hugh",Dead,Belfast,Crew,Man,30,Adult,Male,,,,Trimmer,Engineering Crew,E
"CALDWELL, Master Alden Gates",Alive,Southampton,2,Child,0.83,Child,Male,29,248738,13,,2nd Class Passenger,2
"CALDWELL, Mr Albert Francis",Alive,Southampton,2,Man,26,Adult,Male,29,248738,13,,2nd Class Passenger,2
"CALDWELL, Mrs Sylvia Mae",Alive,Southampton,2,Woman,28,Adult,Female,29,248738,13,,2nd Class Passenger,2
"CALIC, Mr Jovo",Dead,Southampton,3,Man,17,Adult,Male,8.6625,315093,,,3rd Class Passenger,3
"CALIC, Mr Petar",Dead,Southampton,3,Man,17,Adult,Male,8.6625,315086,,Farm Labourer,3rd Class Passenger,3
"CAMERON, Miss Clear Annie",Alive,Southampton,2,Woman,35,Adult,Female,21,13528,14,Personal Maid,2nd Class Passenger,2
"CAMPBELL, Mr Donald S.",Dead,Southampton,Crew,Man,25,Adult,Male,,,,3rd Class Clerk,Victualling Crew,V
"CAMPBELL, Mr William Henry",Dead,Belfast,2,Man,21,Adult,Male,0,239853,,,2nd Class PassengerH&W Guarantee Group,2
"CANAVAN, Miss Mary",Dead,Queenstown,3,Woman,22,Adult,Female,7.75,364846,,,3rd Class Passenger,3
"CANAVAN, Mr Patrick",Dead,Queenstown,3,Man,21,Adult,Male,7.75,364858,,General Labourer,3rd Class Passenger,3
"CANDEE, Mrs Helen Churchill",Alive,Cherbourg,1,Woman,52,Adult,Female,27.4458333,17606,6,,1st Class Passenger,1
"CANN, Mr Ernest",Dead,Southampton,3,Man,21,Adult,Male,8.05,,,Miner,,3
"CANNER, Mr John",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Fireman,Engineering Crew,E
"CARAM, Mr Joseph",Dead,Cherbourg,3,Man,28,Adult,Male,14.4583333,2689,,Merchant,3rd Class Passenger,3
"CARAM, Mrs Maria Elias",Dead,Cherbourg,3,Woman,18,Adult,Female,14.4583333,2689,,Housekeeper,3rd Class Passenger,3
"CARBINES, Mr William",Dead,Southampton,2,Man,19,Adult,Male,13,28424,[18],Miner,2nd Class Passenger,2
"CARDEZA, Mr Thomas Drake Martinez",Alive,Cherbourg,1,Man,36,Adult,Male,512.329167,17755,3,Gentleman,1st Class Passenger,1
"CARDEZA, Mrs Charlotte Wardle",Alive,Cherbourg,1,Woman,58,Adult,Female,512.329167,17755,3,,1st Class Passenger,1
"CARLSSON, Mr August Sigfrid",Dead,Southampton,3,Man,28,Adult,Male,7.79583333,350042,,Farmer,3rd Class Passenger,3
"CARLSSON, Mr Carl Robert",Dead,Southampton,3,Man,24,Adult,Male,7.85416667,350409,,General Labourer,3rd Class Passenger,3
"CARLSSON, Mr Frans Olof",Dead,Southampton,1,Man,33,Adult,Male,5,695,,,1st Class Passenger,1
"CARNEY, Mr William",Dead,Southampton,Crew,Man,31,Adult,Male,,,[251],Lift Steward,Victualling Crew,V
"CARR, Miss Jane",Dead,Queenstown,3,Woman,45,Adult,Female,7.75,368364,,,3rd Class Passenger,3
"CARR, Mr Richard Stephen",Dead,Southampton,Crew,Man,37,Adult,Male,,,,Trimmer,Engineering Crew,E
"CARRA-ESTEVES, Mr Jos Pedro",Dead,Southampton,1,Man,17,Adult,Male,47.1,113059,,,1st Class Passenger,1
"CARRAU, Mr Francisco Mauro Severiano",Dead,Southampton,1,Man,27,Adult,Male,47.1,113059,,,1st Class Passenger,1
"CARTER (BALL), Mr James (W.)",Dead,Southampton,Crew,Man,46,Adult,Male,,,,Fireman,Engineering Crew,E
"CARTER, Fr Ernest Courtenay",Dead,Southampton,2,Man,54,Adult,Male,26,244252,,Priest / Minister,2nd Class Passenger,2
"CARTER, Master William Thornton II",Alive,Southampton,1,Child,11,Child,Male,120,113760,4,,1st Class Passenger,1
"CARTER, Miss Lucile Polk",Alive,Southampton,1,Child,13,Child,Female,120,113760,4,,1st Class Passenger,1
"CARTER, Mr William Ernest",Alive,Southampton,1,Man,36,Adult,Male,120,113760,C,,1st Class Passenger,1
"CARTER, Mrs Lilian",Dead,Southampton,2,Woman,45,Adult,Female,26,244252,,,2nd Class Passenger,2
"CARTER, Mrs Lucile",Alive,Southampton,1,Woman,36,Adult,Female,120,113760,4,,1st Class Passenger,1
"CARTWRIGHT, Mr James Edward",Dead,Belfast,Crew,Man,32,Adult,Male,,,[320],Saloon Steward,Victualling Crew,V
"CARVER, Mr Alfred John",Dead,Southampton,3,Man,28,Adult,Male,7.25,370160,,Seaman,3rd Class Passenger,3
"CASALI, Sig. Giulio",Dead,Southampton,Crew,Man,32,Adult,Male,,,,Waiter,Restaurant Staff,R
"CASE, Mr Howard Brown",Dead,Southampton,1,Man,49,Adult,Male,26,19924,,,1st Class Passenger,1
"CASEY, Mr Thomas",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Trimmer,Engineering Crew,E
"CASSEBEER, Mrs Eleanor Genevieve",Alive,Cherbourg,1,Woman,36,Adult,Female,27.7208333,17770,5,,1st Class Passenger,1
"CASSWILL, Mr Charles",Dead,Southampton,Crew,Man,34,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"CASTLEMAN, Mr Edward",Dead,Southampton,Crew,Man,37,Adult,Male,,,,Greaser,Engineering Crew,E
"CATON, Miss Annie",Alive,Southampton,Crew,Woman,33,Adult,Female,,,11,Turkish Bath Stewardess,Victualling Crew,V
"CAUNT, Mr William Ewart",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Grill Cook,Victualling Crew,V
"CAVE, Mr Herbert",Dead,Belfast,Crew,Man,39,Adult,Male,,,[218],Saloon Steward (1st class),Victualling Crew,V
"CAVELL, Mr George Henry",Alive,Southampton,Crew,Man,22,Adult,Male,,,15,Trimmer,Engineering Crew,E
"CAVENDISH, Mr Tyrell William",Dead,Southampton,1,Man,36,Adult,Male,78.85,19877,[172],,1st Class Passenger,1
"CAVENDISH, Mrs Julia Florence",Alive,Southampton,1,Woman,25,Adult,Female,78.85,19877,6,,1st Class Passenger,1
"CECIL, Mr Charles Thomas",Dead,Southampton,Crew,Man,21,Adult,Male,,,,Steward,Victualling Crew,V
"CELOTTI, Mr Francesco",Dead,Southampton,3,Man,24,Adult,Male,8.05,343275,,Stoker,3rd Class Passenger,3
"CHABOISSON, Mr Adrien Finnin",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Roast Cook,Restaurant Staff,R
"CHAFFEE, Mr Herbert Fuller",Dead,Southampton,1,Man,46,Adult,Male,61.175,5734,,,1st Class Passenger,1
"CHAFFEE, Mrs Carrie Constance",Alive,Southampton,1,Woman,47,Adult,Female,61.175,5734,4,,1st Class Passenger,1
"CHAMBERS, Mr Norman Campbell",Alive,Southampton,1,Man,27,Adult,Male,53.1,113806,5,,1st Class Passenger,1
"CHAMBERS, Mrs Bertha",Alive,Southampton,1,Woman,32,Adult,Female,53.1,113806,5,,1st Class Passenger,1
"CHAPMAN, Mr Charles Henry",Dead,Southampton,2,Man,52,Adult,Male,13.5,248731,[130],,2nd Class Passenger,2
"CHAPMAN, Mr John Henry",Dead,Southampton,2,Man,36,Adult,Male,26,29037,[17],Farmer,2nd Class Passenger,2
"CHAPMAN, Mr Joseph Charles",Alive,Southampton,Crew,Man,32,Adult,Male,,,9,"Boots steward, 2nd class",Victualling Crew,V
"CHAPMAN, Mrs Sara Elizabeth",Dead,Southampton,2,Woman,28,Adult,Female,26,29037,,,2nd Class Passenger,2
"CHARMAN, Mr John James",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V
"CHARTERS, Mr David",Dead,Queenstown,3,Man,20,Adult,Male,7.73333333,13032,,General Labourer,3rd Class Passenger,3
"CHAUDANSON, Miss Victorine",Alive,Cherbourg,1,Woman,36,Adult,Female,262.375,17608,4,Personal Maid,1st Class PassengerServant,1
"CHERRETT, Mr William Victor",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Fireman,Engineering Crew,E
"CHERRY, Miss Gladys",Alive,Southampton,1,Woman,30,Adult,Female,86.5,110152,8,Of Independent Means,1st Class Passenger,1
"CHEVERTON, Mr William Frederick",Dead,Belfast,Crew,Man,27,Adult,Male,,,[334],Saloon Steward (1st class),Victualling Crew,V
"CHEVR, Mr Paul Romaine Marie Lonce",Alive,Cherbourg,1,Man,45,Adult,Male,29.7,17594,7,Sculptor,1st Class Passenger,1
"CHIBNALL, Mrs Edith Martha Bowerman",Alive,Southampton,1,Woman,48,Adult,Female,55,113505,6,Of Independent Means,1st Class Passenger,1
"CHIP, Mr Chang",Alive,Southampton,3,Man,32,Adult,Male,56.4958333,1601,C,Seaman,3rd Class Passenger,3
"CHISHOLM, Mr Roderick Robert Crispin",Dead,Belfast,1,Man,43,Adult,Male,0,112051,,Draughtsman,1st Class PassengerH&W Guarantee Group,1
"CHISNALL, Mr George Alexander",Dead,Belfast,Crew,Man,36,Adult,Male,,,[111],Boilermaker,Engineering Crew,E
"CHITTY, Mr Archibald George",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Third Class Steward,Victualling Crew,V
"CHITTY, Mr George Henry",Dead,Southampton,Crew,Man,50,Adult,Male,,,,Baker,Victualling Crew,V
"CHORLEY, Mr John Henry",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Fireman,Engineering Crew,E
"CHRISTMANN, Mr Emil",Dead,Southampton,3,Man,29,Adult,Male,8.05,343276,,Clerk,3rd Class Passenger,3
"CHRISTMAS, Mr Herbert Harry",Dead,Southampton,Crew,Man,33,Adult,Male,,,,Assistant Saloon Steward (2nd class),Victualling Crew,V
"CHRISTY, Miss Rachel Juli Cohen",Alive,Southampton,2,Woman,25,Adult,Female,30,237789,12,,2nd Class Passenger,2
"CHRISTY, Mrs Alice Frances",Alive,Southampton,2,Woman,45,Adult,Female,30,237789,12,,2nd Class Passenger,2
"CHRONOPOULOS, Mr Apostolos M.",Dead,Cherbourg,3,Man,26,Adult,Male,14.4541667,2680,,General Labourer,3rd Class Passenger,3
"CHRONOPOULOS, Mr Dimitrios M.",Dead,Cherbourg,3,Man,21,Adult,Male,14.4541667,2680,,General Labourer,3rd Class Passenger,3
"CLARK, Mr Walter Miller",Dead,Cherbourg,1,Man,27,Adult,Male,136.779167,13508,,,1st Class Passenger,1
"CLARK, Mr William",Alive,Southampton,Crew,Man,39,Adult,Male,,,,Fireman,Engineering Crew,E
"CLARK, Mrs Virginia Estelle",Alive,Cherbourg,1,Woman,26,Adult,Female,136.779167,13508,4,,1st Class Passenger,1
"CLARKE, Mr Charles Valentine",Dead,Southampton,2,Man,29,Adult,Male,26,2003,,Dairy Worker,2nd Class Passenger,2
"CLARKE, Mr John Frederick Preston",Dead,Southampton,2,Man,28,Adult,Male,0,250654,[202],Musician,2nd Class PassengerMusician,2
"CLARKE, Mrs Ada Maria",Alive,Southampton,2,Woman,28,Adult,Female,27,2003,14,,2nd Class Passenger,2
"CLEAVER, Miss Alice Catherine",Alive,Southampton,1,Woman,22,Adult,Female,151.8,113781,11,Nursemaid,1st Class PassengerServant,1
"CLENCH, Mr Frederick Charles",Alive,Southampton,Crew,Man,33,Adult,Male,,,12,Able Seaman,Deck Crew,D
"CLENCH, Mr George James",Dead,Southampton,Crew,Man,31,Adult,Male,,,,Able Seaman,Deck Crew,D
"CLIFFORD, Mr George Quincy",Dead,Southampton,1,Man,40,Adult,Male,52,110465,,,1st Class Passenger,1
"COE, Mr Harry",Dead,Southampton,Crew,Man,21,Adult,Male,,,,Trimmer,Engineering Crew,E
"COELHO, Mr Domingos Fernandeo",Dead,Southampton,3,Man,20,Adult,Male,7.05,3101307,,General Labourer,3rd Class Passenger,3
"COHEN, Mr Gurshon Gus",Alive,Southampton,3,Man,18,Adult,Male,8.05,,12,Printer / Compositor,,3
"COLBERT, Mr Patrick",Dead,Queenstown,3,Man,24,Adult,Male,7.25,371109,,General Labourer,3rd Class Passenger,3
"COLEFF, Mr Satio",Dead,Southampton,3,Man,24,Adult,Male,7.89583333,349209,,General Labourer,3rd Class Passenger,3
"COLEMAN, Mr Albert Edward",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V
"COLEMAN, Mr John",Dead,Belfast,Crew,Man,57,Adult,Male,,,,Engineers' Mess steward,Engineering Crew,E
"COLERIDGE, Mr Reginald Charles",Dead,Southampton,2,Man,29,Adult,Male,10.5,14263,,Advertising Consultant,2nd Class Passenger,2
"COLGAN, Mr E. Joseph",Alive,Southampton,Crew,Man,33,Adult,Male,,,,Scullion,Victualling Crew,V
"COLLANDER, Mr Erik Gustaf",Dead,Southampton,2,Man,27,Adult,Male,13,248740,,,2nd Class Passenger,2
"COLLETT, Mr Sidney Clarence Stuart",Alive,Southampton,2,Man,25,Adult,Male,10.5,28034,9,,2nd Class Passenger,2
"COLLEY, Mr Edward Pomeroy",Dead,Southampton,1,Man,37,Adult,Male,25.5875,5727,,,1st Class Passenger,1
"COLLINS, Mr John",Alive,Southampton,Crew,Man,17,Adult,Male,,,1,Fireman,Victualling Crew,V
"COLLINS, Mr John",Alive,Southampton,Crew,Man,38,Adult,Male,,,B,Scullion,Engineering Crew,E
"COLLYER, Miss Marjorie Charlotte",Alive,Southampton,2,Child,8,Child,Female,26.25,31921,14,,2nd Class Passenger,2
"COLLYER, Mr Harvey",Dead,Southampton,2,Man,31,Adult,Male,26.25,31921,,Grocer,2nd Class Passenger,2
"COLLYER, Mrs Charlotte Annie",Alive,Southampton,2,Woman,31,Adult,Female,26.25,31921,14,,2nd Class Passenger,2
