total_cup_points,species,owner,country_of_origin,farm_name,mill,company,altitude,region,producer,in_country_partner,harvest_year,grading_date,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
85.42,Arabica,nucoffee,Brazil,fazenda serra de três barras,NA,nucoffee,1250m,south of minas,José Vagner Ribeiro Junqueira,NUCOFFEE,2011,"December 3rd, 2011",Bourbon,Semi-washed / Semi-pulped,8,8,8,7.67,7.75,8,10,10,10,8,0.11,0,0,Blue-Green,1,"December 2nd, 2012",NUCOFFEE,m,1250,1250,1250
85.42,Arabica,grounds for health admin,El Salvador,sierra nevada,beneficio las tres puertas,NA,1400 m,apaneca,J. Hill y Cia SA de CV,Specialty Coffee Association,2009 / 2010,"May 31st, 2010",NA,NA,8.08,7.83,7.83,8.08,7.83,7.83,10,10,10,7.92,0.01,0,0,NA,0,"May 31st, 2011",Specialty Coffee Association,m,1400,1400,1400
85.33,Arabica,yunnan coffee exchange,China,pu'er city longke coffee co.ltd,pu'er city longke coffee co.ltd,yunnan coffee exchange,1700,yunnan,Pu'er City Longke Coffee Co.Ltd,Yunnan Coffee Exchange,2015,"April 6th, 2016",Catimor,Natural / Dry,8,8,8,7.83,7.83,7.75,10,10,10,7.92,0.1,0,0,Green,0,"April 6th, 2017",Yunnan Coffee Exchange,m,1700,1700,1700
85.33,Arabica,essencecoffee,Guatemala,el injerto s.a.,el injerto s.a.,essence coffee,1770,huehuetenango,Arturo Aguirre,Blossom Valley International,2014,"May 23rd, 2015",Pacamara,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10,10,10,7.83,0.11,0,0,Green,1,"May 22nd, 2016",Blossom Valley International,m,1770,1770,1770
85.33,Arabica,the coffee source inc.,Costa Rica,several,cafe altura de san ramon,the coffee source inc.,1300,west valley,Cafe Altura de San Ramon,Specialty Coffee Association,2014,"May 1st, 2014",Caturra,Washed / Wet,7.92,8.08,8,7.92,8,8.08,10,10,9.33,8,0,0,0,Bluish-Green,0,"May 1st, 2015",Specialty Coffee Association,m,1300,1300,1300
85.33,Arabica,the coffee source inc.,Costa Rica,several,cafe altura de san ramon,the coffee source inc.,1300 msnm,san ramon,SEVERAL,Specialty Coffee Association,2014,"May 1st, 2014",Caturra,Washed / Wet,8,7.58,7.58,7.67,8.08,8.5,10,10,10,7.92,0.1,0,0,Bluish-Green,2,"May 1st, 2015",Specialty Coffee Association,m,1300,1300,1300
85.33,Arabica,rashid moledina & co. (msa) ltd.,Kenya,NA,NA,rashid moledina & co. (msa) ltd,above 1600 m,central kenya,Kianjogu - Rutuma F.C.S. Ltd.,Kenya Coffee Traders Association,2012,"April 19th, 2013",SL34,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10,10,10,7.92,0,0,0,Green,2,"April 19th, 2014",Kenya Coffee Traders Association,m,1600,1600,1600
85.33,Arabica,ibero kenya limited,Kenya,NA,nkg/ck/hc/ss/kccm,ibero kenya limited,above 1200 m,central kenya,Blend from various Producers,Kenya Coffee Traders Association,2012,"March 12th, 2013",SL34,Washed / Wet,8,7.92,7.92,8.08,7.83,7.75,10,10,10,7.83,0,0,0,Green,6,"March 12th, 2014",Kenya Coffee Traders Association,m,1200,1200,1200
85.33,Arabica,ethiopia commodity exchange,Ethiopia,phone number | 0911-513824 email: gmt.ft,NA,NA,NA,yirgacheffe,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",NA,NA,7.83,7.83,7.92,8.08,7.75,7.83,10,10,10,8.08,0.05,0,0,NA,2,"June 17th, 2011",Ethiopia Commodity Exchange,m,NA,NA,NA
85.33,Arabica,ethiopia commodity exchange,Ethiopia,NA,NA,NA,NA,yirgacheffe,Contact name | Hailu Gebre Hiwot,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Typica,NA,7.92,7.83,7.75,8.33,7.75,7.75,10,10,10,8,0.1,0,0,NA,3,"June 17th, 2011",Ethiopia Commodity Exchange,m,NA,NA,NA
85.25,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,beneficio ixchel,"unex guatemala, s.a.",NA,oriente,MARGARITA AVILA DE NUYENS,Asociacion Nacional Del Café,2016,"April 27th, 2016",Bourbon,NA,8,7.92,7.75,8,7.92,7.83,10,10,10,7.83,0.1,0,2,Green,2,"April 27th, 2017",Asociacion Nacional Del Café,m,NA,NA,NA
85.25,Arabica,exportadora de cafe condor s.a,Colombia,various,trilladora agricola,exportadora de cafe condor s.a,1550 msnm,santander,varios,Almacafé,2015,"April 8th, 2015",Caturra,Washed / Wet,8.17,7.92,7.83,8,7.58,7.83,10,10,10,7.92,0.11,0,0,Green,0,"April 7th, 2016",Almacafé,m,1550,1550,1550
85.25,Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,trilladora boananza,ecom cca sa,1550,santander,NA,Almacafé,2014,"January 17th, 2014",Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8,7.92,10,10,10,7.92,0.12,0,0,Green,2,"January 17th, 2015",Almacafé,m,1550,1550,1550
85.17,Arabica,"nomura trading co., ltd.",Indonesia,NA,NA,"nomura trading co., ltd.",1250-1400 meter,lintong,NA,Specialty Coffee Association,2012,"November 26th, 2012",Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8,8.08,7.83,10,10,10,8,0.11,0,0,Green,3,"November 26th, 2013",Specialty Coffee Association,m,1250,1400,1325
85.17,Arabica,the coffee source inc.,Guatemala,coop. hoja blanca - fedecocagua,coop. hoja blanca - fedecocagua,the coffee source inc.,1400 msm,huehuetenango,Coop. Hoja Blanca - Fedecocagua,Specialty Coffee Association,2012,"January 18th, 2012",Caturra,Washed / Wet,8.25,8,7.67,7.92,7.75,7.67,10,10,10,7.92,0,0,0,NA,7,"January 17th, 2013",Specialty Coffee Association,m,1400,1400,1400
85.08,Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,at site and addis ababa,seid damtew coffee planation,NA,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW COFFEE PLANATION,METAD Agricultural Development plc,2016,"August 9th, 2016",Other,Natural / Dry,7.75,8,7.58,8,8,7.92,10,10,10,7.83,0.11,0,1,Green,8,"August 9th, 2017",METAD Agricultural Development plc,m,NA,NA,NA
85.08,Arabica,carcafe ltda ci,Colombia,NA,pasto,carcafe ltda,2.560 msnm,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,Almacafé,2015,"August 18th, 2015",Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,0,0,0,NA,0,"August 17th, 2016",Almacafé,m,2560,2560,2560
85.08,Arabica,steven kil,Ethiopia,aricha coop,aricha coop,the specialty coffee appraisers institute of asia,1700,aricha,BNT,Specialty Coffee Association,2014,"October 7th, 2014",NA,Natural / Dry,8.42,8,7.42,8,7.92,7.92,9.33,10,10,8.08,0.1,2,0,Green,7,"October 7th, 2015",Specialty Coffee Association,m,1700,1700,1700
85.08,Arabica,eileen koyanagi,United States (Hawaii),NA,NA,kona pacific farmers cooperative,NA,kona,NA,Specialty Coffee Association,2014,"March 10th, 2014",Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10,10,10,7.92,0.11,2,0,Bluish-Green,2,"March 10th, 2015",Specialty Coffee Association,ft,NA,NA,NA
85.08,Arabica,carcafe ltda ci,Colombia,NA,NA,carcafe ltda,2136 msnm,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,Almacafé,2012,"March 16th, 2012",Caturra,Natural / Dry,7.83,8,7.75,7.75,7.83,7.83,10,10,10,8.08,0.11,0,0,Green,8,"March 16th, 2013",Almacafé,m,2136,2136,2136
85.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,NA,kona,Kona Pacific Farmers Cooperative,Specialty Coffee Association,2010-2011,"December 27th, 2010",NA,NA,8.08,8.17,7.92,8,8.08,8,9.33,9.33,10,8.17,0.01,1,0,NA,7,"December 27th, 2011",Specialty Coffee Association,ft,NA,NA,NA
85.08,Arabica,ethiopia commodity exchange,Ethiopia,NA,NA,NA,NA,sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,Ethiopia Commodity Exchange,2010,"June 17th, 2010",NA,NA,7.67,8,7.83,8,7.92,7.83,10,10,10,7.83,0,0,0,NA,5,"June 17th, 2011",Ethiopia Commodity Exchange,m,NA,NA,NA
85.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,kona pacific farmers cooperative,NA,NA,kona,NA,Specialty Coffee Association,NA,"May 17th, 2010",NA,NA,7.5,7.92,8.25,7.83,7.92,7.75,10,10,10,7.92,0,0,0,NA,0,"May 17th, 2011",Specialty Coffee Association,ft,NA,NA,NA
85,Arabica,kyagalanyi coffee ltd,Uganda,mount elgon area,kyagalanyi coffee ltd,kyagalanyi coffee ltd,1800,eastern uganda,Kyagalanyi Coffee Ltd,Uganda Coffee Development Authority,2016,"July 24th, 2017",SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10,10,10,8,0.11,0,0,Green,1,"July 24th, 2018",Uganda Coffee Development Authority,m,1800,1800,1800
85,Arabica,racafe & cia s.c.a,Colombia,NA,bachue,racafe & cia s.c.a,NA,huila,La Plata,Almacafé,2016,"February 15th, 2017",Caturra,Washed / Wet,8,7.92,7.75,7.92,7.75,7.83,10,10,10,7.83,0,0,0,Green,3,"February 15th, 2018",Almacafé,m,NA,NA,NA
85,Arabica,troy quimby,Costa Rica,estate la patricia,micro beneficio la cabaña-javier meza,bold coast coffee,1900,tarrazu,Manuel Montero,Specialty Coffee Association,2016,"January 30th, 2017",Catuai,Washed / Wet,7.83,8,7.58,7.92,7.92,7.83,10,10,10,7.92,0.12,1,1,Green,1,"January 30th, 2018",Specialty Coffee Association,m,1900,1900,1900
85,Arabica,"el equimite, cafetal biodinámico",Mexico,various,"cafetal el equimite, rancho agroecológico","cafetal el equimite, rancho agroecológico, s.p.r. de r.l.",1300,veracruz,Varios productores minifundistas,Centro Agroecológico del Café A.C.,2015,"September 21st, 2016",Typica,Washed / Wet,7.83,8,7.83,7.75,7.67,7.83,10,10,10,8.08,0.09,0,0,Green,3,"September 21st, 2017",Centro Agroecológico del Café A.C.,m,1300,1300,1300
85,Arabica,simon mahinda,Kenya,NA,ckcm,c dorman ltd,-1,NA,NA,Kenya Coffee Traders Association,2015,"May 7th, 2016",NA,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10,10,10,7.83,0.11,0,5,Green,7,"May 7th, 2017",Kenya Coffee Traders Association,m,1,1,1
85,Arabica,rashid moledina & co. (msa) ltd.,Kenya,machure estate,NA,rashid moledina & co. (msa) ltd,1580,central kenya,NA,Kenya Coffee Traders Association,2012,"April 19th, 2013",SL34,Washed / Wet,7.75,7.83,7.75,8.08,8,7.75,10,10,10,7.83,0,0,0,Green,5,"April 19th, 2014",Kenya Coffee Traders Association,m,1580,1580,1580
85,Arabica,nucoffee,Brazil,sitío são geraldo,NA,nucoffee,1100m,grama valley,Idalina M. De Andrade Ferreira,NUCOFFEE,2012,"February 29th, 2012",Mundo Novo,Natural / Dry,8,8,7.83,7.83,7.67,7.67,10,10,10,8,0.12,0,0,Green,3,"February 28th, 2013",NUCOFFEE,m,1100,1100,1100
85,Arabica,young kim,Mexico,kassandra,NA,NA,1400 masl,mexico,Finca Kassandra,Specialty Coffee Association,2010-2011,"April 6th, 2011",Pacamara,NA,7.92,8.17,7.75,8.08,7.42,7.83,10,10,10,7.83,0,0,0,NA,0,"April 5th, 2012",Specialty Coffee Association,m,1400,1400,1400
85,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,NA,NA,NA,kona,NA,Specialty Coffee Association,NA,"February 24th, 2011",NA,NA,7.75,7.92,7.75,7.75,8,8,10,10,10,7.83,0,0,0,NA,1,"February 24th, 2012",Specialty Coffee Association,ft,NA,NA,NA
85,Arabica,carl walker,Guatemala,la igualdad,concepcion,NA,3500-5200 feet,"chuva, san marcos",Federico Weller,Specialty Coffee Association,2009/2010,"September 7th, 2010",NA,NA,7.83,8.08,7.67,8,7.75,7.67,10,10,10,8,0.04,0,0,NA,1,"September 7th, 2011",Specialty Coffee Association,ft,1066.8,1584.96,1325.88
84.92,Arabica,racafe & cia s.c.a,Colombia,NA,bachue,racafe & cia s.c.a,NA,huila,La Plata,Almacafé,2016,"November 25th, 2016",Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10,10,10,7.83,0,1,6,NA,2,"November 25th, 2017",Almacafé,m,NA,NA,NA
84.92,Arabica,racafe & cia s.c.a,Colombia,NA,NA,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,Almacafé,2015,"October 26th, 2015",Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8,10,10,10,7.83,0.12,0,0,Green,1,"October 25th, 2016",Almacafé,m,1600,1950,1775
84.92,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishengcun coffee 百勝村咖啡莊園,baishengcun coffee 百勝村咖啡莊園,taiwan coffee laboratory,800 m,natou county,SU CHUEN SHIAN 蘇春賢,Specialty Coffee Association,2015,"June 9th, 2015",Typica,Semi-washed / Semi-pulped,7.67,7.83,8,7.58,8,7.92,10,10,10,7.92,0.11,0,0,Green,0,"June 8th, 2016",Specialty Coffee Association,m,800,800,800
84.92,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",hasambo amcos,taylor winch (t) ltd,taylor winch (t) ltd,1620m,mbeya,Hasambo AMCOS,Africa Fine Coffee Association,2014,"December 12th, 2014",Other,Washed / Wet,8,7.83,7.83,7.92,7.75,7.75,10,10,10,7.83,0.12,0,0,Green,2,"December 12th, 2015",Africa Fine Coffee Association,m,1620,1620,1620
84.92,Arabica,racafe & cia s.c.a,Colombia,NA,NA,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,LA PLATA,Almacafé,2012,"December 11th, 2012",Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8,10,10,10,7.92,0.11,0,0,Green,3,"December 11th, 2013",Almacafé,m,1600,1950,1775
84.92,Arabica,artemio zapata tejeda,Mexico,el suspiro,pacho viejo,NA,1200,coatepec,ARTEMIO ZAPATA TEJEDA,AMECAFE,2012,"July 11th, 2012",Typica,Semi-washed / Semi-pulped,7.75,8,7.75,7.83,7.5,7.92,10,10,10,8.17,0.11,0,0,NA,0,"July 11th, 2013",AMECAFE,m,1200,1200,1200
84.92,Arabica,nucoffee,Brazil,fazenda grota funda,NA,nucoffee,1200m,south of minas,Glaucio Carneiro Pinto,NUCOFFEE,2011,"December 23rd, 2011",Bourbon,Natural / Dry,8,7.92,7.75,7.75,8,7.75,10,10,10,7.75,0.11,0,0,Green,2,"December 22nd, 2012",NUCOFFEE,m,1200,1200,1200
84.92,Arabica,nucoffee,Brazil,sitio claro,NA,nucoffee,1000 m,south of minas,Ricardo Luiz Ferreira,NUCOFFEE,2011,"December 3rd, 2011",Catuai,Natural / Dry,8,8,7.75,8,7.5,7.75,10,10,10,7.92,0.12,0,0,Green,2,"December 2nd, 2012",NUCOFFEE,m,1000,1000,1000
84.92,Arabica,brian speckman,Kenya,NA,NA,NA,NA,NA,NA,Specialty Coffee Association,2009-2010,"August 26th, 2010",NA,NA,8,7.67,7.83,8.17,7.92,7.75,10,10,10,7.58,0.06,1,0,NA,9,"August 26th, 2011",Specialty Coffee Association,m,NA,NA,NA
84.83,Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,shi fang yuan 十方源,taiwan coffee laboratory,350,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,Specialty Coffee Association,2016,"May 18th, 2016",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,0,0,0,Green,0,"May 18th, 2017",Specialty Coffee Association,m,350,350,350
84.83,Arabica,kawacom uganda ltd,Uganda,mt.elgon bugisu shamba 2,kawacom,kawacom uganda ltd,1400-1900,eastern,Sipi organic coffee project,Uganda Coffee Development Authority,2013,"June 30th, 2014",SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,7.83,0.12,0,0,Green,1,"June 30th, 2015",Uganda Coffee Development Authority,m,1400,1900,1650
84.83,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,kona pacific farmers cooperative,NA,kona,NA,Specialty Coffee Association,2012,"April 6th, 2012",Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8,10,10,10,8.08,0,3,0,NA,15,"April 6th, 2013",Specialty Coffee Association,ft,NA,NA,NA
84.83,Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,coffee processing and warehouse enterpri,NA,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",NA,NA,7.75,7.92,7.83,7.92,7.75,7.67,10,10,10,8,0.1,0,0,NA,2,"June 17th, 2011",Ethiopia Commodity Exchange,m,1500,2000,1750
84.83,Arabica,philip schluter,Ethiopia,contact | sidacoop@ethionet.net,coffee processing and warehouse enterpri,NA,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",NA,NA,7.42,7.92,7.92,8,7.83,7.83,10,10,10,7.92,0.1,0,0,NA,4,"June 17th, 2011",Ethiopia Commodity Exchange,m,1500,2000,1750
84.75,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,matsuzawa coffee,matsuzawa coffee,NA,thailand,Matsuzawa Coffee,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8,7.75,10,10,10,8,0.12,0,0,Green,0,"June 27th, 2017",Specialty Coffee Institute of Asia,m,NA,NA,NA
84.75,Arabica,lydiah mwangi,Kenya,karatina,sagana,c dorman ltd,1800,nyeri,KARATINA,Kenya Coffee Traders Association,2014,"June 2nd, 2015",SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,7.92,0.13,0,0,Green,0,"June 1st, 2016",Kenya Coffee Traders Association,m,1800,1800,1800
84.75,Arabica,cadexsa,Honduras,cerro bueno,cadexsa,cadexsa,1450 msnm,marcala,Omar Acosta,Instituto Hondureño del Café,2014,"April 25th, 2014",Catuai,Washed / Wet,7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,0.11,0,0,Green,4,"April 25th, 2015",Instituto Hondureño del Café,m,1450,1450,1450
84.75,Arabica,the coffee source inc.,El Salvador,several,la majada cooperative,NA,1200 mts,santa ana,Several producers,Specialty Coffee Association,2010-2011,"August 23rd, 2011",NA,NA,7.75,8,8,8.33,7.67,7.92,10,10,9.33,7.75,0.15,0,0,NA,3,"August 22nd, 2012",Specialty Coffee Association,m,1200,1200,1200
84.75,Arabica,grounds for health admin,Nicaragua,santa martha,beneficio atlantic sebaco,NA,800-1050m,jinotega,Juan Alvaro Munguia,Specialty Coffee Association,2009 - 2010,"May 31st, 2010",NA,NA,7.83,7.58,7.58,7.83,7.75,7.67,10,10,10,8.5,0.18,0,0,NA,2,"May 31st, 2011",Specialty Coffee Association,m,800,1050,925
84.67,Arabica,consejo salvadoreño del café,El Salvador,monterrey,j.j. borja nathan,cafetalera del pacifico,1350,apaneca,J.J. Borja Nathan,Salvadoran Coffee Council,2016,"June 26th, 2017",Bourbon,Washed / Wet,7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,0,0,0,Blue-Green,2,"June 26th, 2018",Salvadoran Coffee Council,m,1350,1350,1350
84.67,Arabica,sanjava coffee,Indonesia,sran temanggung plantation,wet hulling,pt. shriya artha nusantara,1200,"temanggung, indonesia",PT. Shriya Artha Nusantara,Specialty Coffee Association of Indonesia,2016,"November 24th, 2016",Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,0.12,0,0,Green,7,"November 24th, 2017",Specialty Coffee Association of Indonesia,m,1200,1200,1200
84.67,Arabica,松澤宏樹 koju matsuzawa,Japan,ada farm,ada farm,matsuzawa coffee,170,ada okinawa japan,Taijiro TOKUDA,Specialty Coffee Institute of Asia,NA,"November 2nd, 2016",Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,8.08,0.12,0,0,Green,0,"November 2nd, 2017",Specialty Coffee Institute of Asia,m,170,170,170
84.67,Arabica,rodrigo soto,Costa Rica,rio jorco,rio jorco,panamerican coffee trading,1150,tarrazu,Johanna,Specialty Coffee Association of Costa Rica,2015,"October 4th, 2016",Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,0.1,0,0,Blue-Green,2,"October 4th, 2017",Specialty Coffee Association of Costa Rica,m,1150,1150,1150
84.67,Arabica,juan luis alvarado romero,Guatemala,san diego buena vista,san diego buena vista,"waelti schoenfeld exportadores de cafe, s.a.",1600,acatenango,JUAN BOCK,Asociacion Nacional Del Café,2015,"June 1st, 2016",Bourbon,Washed / Wet,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,0.1,0,0,Green,1,"June 1st, 2017",Asociacion Nacional Del Café,m,1600,1600,1600
84.67,Arabica,fabian calderon mora,Costa Rica,coopetarrazú,coopetarrazú,coopetarrazú.r.l,1750,tarrazu,Coopetarrazú,Specialty Coffee Association of Costa Rica,2014,"July 6th, 2015",Caturra,Washed / Wet,8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,0.12,0,0,Green,0,"July 5th, 2016",Specialty Coffee Association of Costa Rica,m,1750,1750,1750
84.67,Arabica,essencecoffee,Ethiopia,moplaco,moplaco,essence coffee,1900m,yirgacheffe,Moplaco,Blossom Valley International,2014,"May 23rd, 2015",Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,0.1,0,0,NA,3,"May 22nd, 2016",Blossom Valley International,m,1900,1900,1900
84.67,Arabica,essencecoffee,Costa Rica,finca salaca las brisas,beneficio las brisas,essence coffee,1750m,costa rica,Maria Elena Castro,Blossom Valley International,2014,"May 23rd, 2015",Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,0.08,0,0,Green,1,"May 22nd, 2016",Blossom Valley International,m,1750,1750,1750
84.67,Arabica,eric thormaehlen,Costa Rica,various,coricafe sa,coricafe s.a.,1200,west valley,CORICAFE BLEND,Specialty Coffee Association of Costa Rica,2014,"March 5th, 2014",Catuai,Washed / Wet,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,0.11,0,0,Green,4,"March 5th, 2015",Specialty Coffee Association of Costa Rica,m,1200,1200,1200
84.67,Arabica,rob tuttle,Costa Rica,NA,NA,thrive farmers,NA,NA,NA,Specialty Coffee Association,2012,"January 3rd, 2014",NA,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,0,1,0,Green,10,"January 3rd, 2015",Specialty Coffee Association,m,NA,NA,NA
84.67,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon 龍咖啡,dragon coffee 龍咖,blossom valley宸嶧國際,1000 m,taichung xinshe 台中市新社區,Gu yong long 古永龍,Blossom Valley International,2013/2014,"December 26th, 2013",Typica,Washed / Wet,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,m,1000,1000,1000
84.67,Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,trilladora agricola,ecom cca sa,1550,santander,NA,Almacafé,2013,"December 20th, 2013",Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,0,0,0,Green,0,"December 20th, 2014",Almacafé,m,1550,1550,1550
84.67,Arabica,dream together,Kenya,NA,NA,dream together inc.,2000,nyeri,Sasini,Specialty Coffee Institute of Asia,2012,"September 16th, 2012",SL28,Washed / Wet,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,0.11,0,0,Bluish-Green,0,"September 16th, 2013",Specialty Coffee Institute of Asia,m,2000,2000,2000
84.67,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,Asociacion Nacional Del Café,2012,"July 17th, 2012",Bourbon,Washed / Wet,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,0.11,0,0,Green,4,"July 17th, 2013",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64
84.67,Arabica,juan luis alvarado romero,Guatemala,valparaiso,beneficio valparaiso,sertrasa,5000,acatenango,SERTRASA,Asociacion Nacional Del Café,2012,"July 3rd, 2012",Bourbon,Washed / Wet,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,0.12,0,0,Green,4,"July 3rd, 2013",Asociacion Nacional Del Café,ft,1524,1524,1524
